"playerID","nameFirst","nameLast","nameFull","teamID","teamName","salary","salary_mil"
"canoro01","Robinson","Cano","Robinson Cano","SEA","Seattle Mariners",24000000,24
"farquda01","Danny","Farquhar","Danny Farquhar","SEA","Seattle Mariners",510800,0.5108
"frankni01","Nick","Franklin","Nick Franklin","SEA","Seattle Mariners",510200,0.5102
"furbuch01","Charlie","Furbush","Charlie Furbush","SEA","Seattle Mariners",750000,0.75
"hartco01","Corey","Hart","Corey Hart","SEA","Seattle Mariners",6000000,6
"hernafe02","Felix","Hernandez","Felix Hernandez","SEA","Seattle Mariners",22857000,22.857
"iwakuhi01","Hisashi","Iwakuma","Hisashi Iwakuma","SEA","Seattle Mariners",6500000,6.5
"jacksau01","Austin","Jackson","Austin Jackson","SEA","Seattle Mariners",6000000,6
"maurebr01","Brandon","Maurer","Brandon Maurer","SEA","Seattle Mariners",504600,0.5046
"medinyo01","Yoervis","Medina","Yoervis Medina","SEA","Seattle Mariners",512600,0.5126
"millebr02","Brad","Miller","Brad Miller","SEA","Seattle Mariners",510100,0.5101
"morrilo01","Logan","Morrison","Logan Morrison","SEA","Seattle Mariners",1750000,1.75
"paxtoja01","James","Paxton","James Paxton","SEA","Seattle Mariners",503500,0.5035
"ramirer02","Erasmo","Ramirez","Erasmo Ramirez","SEA","Seattle Mariners",511800,0.5118
"rodnefe01","Fernando","Rodney","Fernando Rodney","SEA","Seattle Mariners",7000000,7
"saundmi01","Michael","Saunders","Michael Saunders","SEA","Seattle Mariners",2300000,2.3
"seageky01","Kyle","Seager","Kyle Seager","SEA","Seattle Mariners",540100,0.5401
"smoakju01","Justin","Smoak","Justin Smoak","SEA","Seattle Mariners",2637500,2.6375
"wilheto01","Tom","Wilhelmsen","Tom Wilhelmsen","SEA","Seattle Mariners",528800,0.5288
"youngch03","Chris","Young","Chris Young","SEA","Seattle Mariners",1250000,1.25
"zuninmi01","Mike","Zunino","Mike Zunino","SEA","Seattle Mariners",504100,0.5041
"cainma01","Matt","Cain","Matt Cain","SFN","San Francisco Giants",20000000,20
"adamsma01","Matt","Adams","Matt Adams","SLN","St. Louis Cardinals",516000,0.516
"bourjpe01","Peter","Bourjos","Peter Bourjos","SLN","St. Louis Cardinals",1200000,1.2
"butleke01","Keith","Butler","Keith Butler","SLN","St. Louis Cardinals",500000,0.5
"carpema01","Matt","Carpenter","Matt Carpenter","SLN","St. Louis Cardinals",1000000,1
"choatra01","Randy","Choate","Randy Choate","SLN","St. Louis Cardinals",3000000,3
"cruzto03","Tony","Cruz","Tony Cruz","SLN","St. Louis Cardinals",521000,0.521
"descada01","Daniel","Descalso","Daniel Descalso","SLN","St. Louis Cardinals",1290000,1.29
"ellisma01","Mark","Ellis","Mark Ellis","SLN","St. Louis Cardinals",5250000,5.25
"garcija02","Jaime","Garcia","Jaime Garcia","SLN","St. Louis Cardinals",7750000,7.75
"hollima01","Matt","Holliday","Matt Holliday","SLN","St. Louis Cardinals",17000000,17
"jayjo02","Jon","Jay","Jon Jay","SLN","St. Louis Cardinals",3250000,3.25
"kellyjo05","Joe","Kelly","Joe Kelly","SLN","St. Louis Cardinals",523000,0.523
"kozmape01","Pete","Kozma","Pete Kozma","SLN","St. Louis Cardinals",518000,0.518
"lackejo01","John","Lackey","John Lackey","SLN","St. Louis Cardinals",15250000,15.25
"lynnla01","Lance","Lynn","Lance Lynn","SLN","St. Louis Cardinals",535000,0.535
"manesse01","Seth","Maness","Seth Maness","SLN","St. Louis Cardinals",509000,0.509
"martica04","Carlos","Martinez","Carlos Martinez","SLN","St. Louis Cardinals",505000,0.505
"millesh01","Shelby","Miller","Shelby Miller","SLN","St. Louis Cardinals",521000,0.521
"molinya01","Yadier","Molina","Yadier Molina","SLN","St. Louis Cardinals",15000000,15
"motteja01","Jason","Motte","Jason Motte","SLN","St. Louis Cardinals",7500000,7.5
"neshepa01","Pat","Neshek","Pat Neshek","SLN","St. Louis Cardinals",1000000,1
"peraljh01","Jhonny","Peralta","Jhonny Peralta","SLN","St. Louis Cardinals",15500000,15.5
"robinsh01","Shane","Robinson","Shane Robinson","SLN","St. Louis Cardinals",519000,0.519
"rosentr01","Trevor","Rosenthal","Trevor Rosenthal","SLN","St. Louis Cardinals",521000,0.521
"siegrke01","Kevin","Siegrist","Kevin Siegrist","SLN","St. Louis Cardinals",505000,0.505
"wachami01","Michael","Wacha","Michael Wacha","SLN","St. Louis Cardinals",510000,0.51
"wainwad01","Adam","Wainwright","Adam Wainwright","SLN","St. Louis Cardinals",19500000,19.5
"wongko01","Kolten","Wong","Kolten Wong","SLN","St. Louis Cardinals",500000,0.5
"archech01","Chris","Archer","Chris Archer","TBA","Tampa Bay Rays",500000,0.5
"balfogr01","Grant","Balfour","Grant Balfour","TBA","Tampa Bay Rays",4000000,4
"bellhe01","Heath","Bell","Heath Bell","TBA","Tampa Bay Rays",9000000,9
"cobbal01","Alex","Cobb","Alex Cobb","TBA","Tampa Bay Rays",516900,0.5169
"dejesda01","David","DeJesus","David DeJesus","TBA","Tampa Bay Rays",4250000,4.25
"escobyu01","Yunel","Escobar","Yunel Escobar","TBA","Tampa Bay Rays",5000000,5
"forsylo01","Logan","Forsythe","Logan Forsythe","TBA","Tampa Bay Rays",509700,0.5097
"gomesbr01","Brandon","Gomes","Brandon Gomes","TBA","Tampa Bay Rays",507800,0.5078
"guyerbr01","Brandon","Guyer","Brandon Guyer","TBA","Tampa Bay Rays",501200,0.5012
"hanigry01","Ryan","Hanigan","Ryan Hanigan","TBA","Tampa Bay Rays",2750000,2.75
"jennide01","Desmond","Jennings","Desmond Jennings","TBA","Tampa Bay Rays",517000,0.517
"joycema01","Matthew","Joyce","Matthew Joyce","TBA","Tampa Bay Rays",3700000,3.7
"loneyja01","James","Loney","James Loney","TBA","Tampa Bay Rays",1000000,1
"longoev01","Evan","Longoria","Evan Longoria","TBA","Tampa Bay Rays",7500000,7.5
"luekejo01","Josh","Lueke","Josh Lueke","TBA","Tampa Bay Rays",504200,0.5042
"mcgeeja01","Jake","McGee","Jake McGee","TBA","Tampa Bay Rays",1450000,1.45
"molinjo01","Jose","Molina","Jose Molina","TBA","Tampa Bay Rays",1750000,1.75
"myerswi01","Wil","Myers","Wil Myers","TBA","Tampa Bay Rays",504200,0.5042
"nunezle01","Juan Carlos","Oviedo","Juan Carlos Oviedo","TBA","Tampa Bay Rays",1500000,1.5
"odorija01","Jake","Odorizzi","Jake Odorizzi","TBA","Tampa Bay Rays",503100,0.5031
"peraljo01","Joel","Peralta","Joel Peralta","TBA","Tampa Bay Rays",3000000,3
"priceda01","David","Price","David Price","TBA","Tampa Bay Rays",14000000,14
"ramosce01","Cesar","Ramos","Cesar Ramos","TBA","Tampa Bay Rays",750000,0.75
"rodrise01","Sean","Rodriguez","Sean Rodriguez","TBA","Tampa Bay Rays",1475000,1.475
"zobribe01","Ben","Zobrist","Ben Zobrist","TBA","Tampa Bay Rays",7000000,7
"adducji02","Jim","Adduci","Jim Adduci","TEX","Texas Rangers",501000,0.501
"andruel01","Elvis","Andrus","Elvis Andrus","TEX","Texas Rangers",6475000,6.475
"arencjp01","J. P.","Arencibia","J. P. Arencibia","TEX","Texas Rangers",1800000,1.8
"beltrad01","Adrian","Beltre","Adrian Beltre","TEX","Texas Rangers",17000000,17
"chiriro01","Robinson","Chirinos","Robinson Chirinos","TEX","Texas Rangers",502232,0.502232
"choicmi01","Michael","Choice","Michael Choice","TEX","Texas Rangers",502000,0.502
"choosh01","Shin-Soo","Choo","Shin-Soo Choo","TEX","Texas Rangers",14000000,14
"cottsne01","Neal","Cotts","Neal Cotts","TEX","Texas Rangers",2200000,2.2
"darviyu01","Yu","Darvish","Yu Darvish","TEX","Texas Rangers",10000000,10
"felizne01","Neftali","Feliz","Neftali Feliz","TEX","Texas Rangers",3000000,3
"fieldpr01","Prince","Fielder","Prince Fielder","TEX","Texas Rangers",24000000,24
"frasoja01","Jason","Frasor","Jason Frasor","TEX","Texas Rangers",1750000,1.75
"gimench01","Chris","Gimenez","Chris Gimenez","TEX","Texas Rangers",510000,0.51
"martile01","Leonys","Martin","Leonys Martin","TEX","Texas Rangers",3750000,3.75
"morelmi01","Mitch","Moreland","Mitch Moreland","TEX","Texas Rangers",2650000,2.65
"murphdo01","Donnie","Murphy","Donnie Murphy","TEX","Texas Rangers",825000,0.825
"ogandal01","Alexi","Ogando","Alexi Ogando","TEX","Texas Rangers",2625000,2.625
"perezma02","Martin","Perez","Martin Perez","TEX","Texas Rangers",750000,0.75
"riosal01","Alex","Rios","Alex Rios","TEX","Texas Rangers",12500000,12.5
"rosalad01","Adam","Rosales","Adam Rosales","TEX","Texas Rangers",750000,0.75
"rossro01","Robbie","Ross","Robbie Ross","TEX","Texas Rangers",512745,0.512745
"sotoge01","Geovany","Soto","Geovany Soto","TEX","Texas Rangers",3050000,3.05
"tollesh01","Shawn","Tolleson","Shawn Tolleson","TEX","Texas Rangers",502082,0.502082
"willije01","Jeff","Williams","Jeff Williams","TEX","Texas Rangers",2100000,2.1
"bautijo02","Jose","Bautista","Jose Bautista","TOR","Toronto Blue Jays",14000000,14
"cabreme01","Melky","Cabrera","Melky Cabrera","TOR","Toronto Blue Jays",8000000,8
"cecilbr01","Brett","Cecil","Brett Cecil","TOR","Toronto Blue Jays",1300000,1.3
"delabst01","Steve","Delabar","Steve Delabar","TOR","Toronto Blue Jays",515900,0.5159
"dickera01","R. A.","Dickey","R. A. Dickey","TOR","Toronto Blue Jays",12000000,12
"encared01","Edwin","Encarnacion","Edwin Encarnacion","TOR","Toronto Blue Jays",9000000,9
"goinsry01","Ryan","Goins","Ryan Goins","TOR","Toronto Blue Jays",501900,0.5019
"happja01","J. A.","Happ","J. A. Happ","TOR","Toronto Blue Jays",5200000,5.2
"hutchdr01","Drew","Hutchison","Drew Hutchison","TOR","Toronto Blue Jays",503200,0.5032
"izturma01","Maicer","Izturis","Maicer Izturis","TOR","Toronto Blue Jays",3000000,3
"janssca01","Casey","Janssen","Casey Janssen","TOR","Toronto Blue Jays",4000000,4
"kratzer01","Erik","Kratz","Erik Kratz","TOR","Toronto Blue Jays",510200,0.5102
"lawribr01","Brett","Lawrie","Brett Lawrie","TOR","Toronto Blue Jays",516100,0.5161
"lindad01","Adam","Lind","Adam Lind","TOR","Toronto Blue Jays",7000000,7
"loupaa01","Aaron","Loup","Aaron Loup","TOR","Toronto Blue Jays",512400,0.5124
"mcgowdu01","Dustin","McGowan","Dustin McGowan","TOR","Toronto Blue Jays",1500000,1.5
"morrobr01","Brandon","Morrow","Brandon Morrow","TOR","Toronto Blue Jays",8000000,8
"navardi01","Dioner","Navarro","Dioner Navarro","TOR","Toronto Blue Jays",3000000,3
"rasmuco01","Colby","Rasmus","Colby Rasmus","TOR","Toronto Blue Jays",7000000,7
"redmoto01","Todd","Redmond","Todd Redmond","TOR","Toronto Blue Jays",505700,0.5057
"reyesjo01","Jose","Reyes","Jose Reyes","TOR","Toronto Blue Jays",16000000,16
"rogeres01","Esmil","Rogers","Esmil Rogers","TOR","Toronto Blue Jays",1850000,1.85
"santose01","Sergio","Santos","Sergio Santos","TOR","Toronto Blue Jays",3750000,3.75
"sierrmo01","Moises","Sierra","Moises Sierra","TOR","Toronto Blue Jays",504700,0.5047
"tholejo01","Josh","Thole","Josh Thole","TOR","Toronto Blue Jays",1250000,1.25
"blevije01","Jerry","Blevins","Jerry Blevins","WAS","Washington Nationals",1675000,1.675
"cedenxa01","Xavier","Cedeno","Xavier Cedeno","WAS","Washington Nationals",507800,0.5078
"clippty01","Tyler","Clippard","Tyler Clippard","WAS","Washington Nationals",5875000,5.875
"desmoia01","Ian","Desmond","Ian Desmond","WAS","Washington Nationals",6500000,6.5
"detwiro01","Ross","Detwiler","Ross Detwiler","WAS","Washington Nationals",3000000,3
"espinda01","Danny","Espinosa","Danny Espinosa","WAS","Washington Nationals",540580,0.54058
"fistedo01","Doug","Fister","Doug Fister","WAS","Washington Nationals",7200000,7.2
"frandke01","Kevin","Frandsen","Kevin Frandsen","WAS","Washington Nationals",900000,0.9
"gonzagi01","Gio","Gonzalez","Gio Gonzalez","WAS","Washington Nationals",8500000,8.5
"hairssc01","Scott","Hairston","Scott Hairston","WAS","Washington Nationals",2500000,2.5
"harpebr03","Bryce","Harper","Bryce Harper","WAS","Washington Nationals",2150000,2.15
"jordata01","Taylor","Jordan","Taylor Jordan","WAS","Washington Nationals",504300,0.5043
"koberje01","Jeff","Kobernus","Jeff Kobernus","WAS","Washington Nationals",501000,0.501
"larocad01","Adam","LaRoche","Adam LaRoche","WAS","Washington Nationals",12000000,12
"leonsa01","Sandy","Leon","Sandy Leon","WAS","Washington Nationals",501000,0.501
"lobatjo01","Jose","Lobaton","Jose Lobaton","WAS","Washington Nationals",900000,0.9
"matthry01","Ryan","Mattheus","Ryan Mattheus","WAS","Washington Nationals",520000,0.52
"mclouna01","Nate","McLouth","Nate McLouth","WAS","Washington Nationals",5000000,5
"moorety01","Tyler","Moore","Tyler Moore","WAS","Washington Nationals",507900,0.5079
"ramoswi01","Wilson","Ramos","Wilson Ramos","WAS","Washington Nationals",2095000,2.095
"rendoan01","Anthony","Rendon","Anthony Rendon","WAS","Washington Nationals",1800000,1.8
"roarkta01","Tanner","Roark","Tanner Roark","WAS","Washington Nationals",506100,0.5061
"soriara01","Rafael","Soriano","Rafael Soriano","WAS","Washington Nationals",11000000,11
"spande01","Denard","Span","Denard Span","WAS","Washington Nationals",6500000,6.5
"stammcr01","Craig","Stammen","Craig Stammen","WAS","Washington Nationals",1375000,1.375
"storedr01","Drew","Storen","Drew Storen","WAS","Washington Nationals",3450000,3.45
"strasst01","Stephen","Strasburg","Stephen Strasburg","WAS","Washington Nationals",3975000,3.975
"werthja01","Jayson","Werth","Jayson Werth","WAS","Washington Nationals",20000000,20
"zimmejo02","Jordan","Zimmermann","Jordan Zimmermann","WAS","Washington Nationals",7500000,7.5
"zimmery01","Ryan","Zimmerman","Ryan Zimmerman","WAS","Washington Nationals",14000000,14
